"<built-in function id>","2019-05-16 20:31:22","Please write a valid comment.","//a","fehlerfrei"
"<built-in function id>","2019-05-23 21:11:10","Please write a valid comment.","/a","[['basics', 'comments', 'basics', 'comments'], 'This is not a valid comment. This does not contain /**/ or //: <b>/a</b>', 'comments_non']"
"0","2019-05-23 21:12:10","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-23 21:12:10","Please write a valid comment.","/a","[['basics', 'comments', 'basics', 'comments'], 'This is not a valid comment. This does not contain /**/ or //: <b>/a</b>', 'comments_non']"
"0","2019-05-23 21:45:43","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-23 21:45:43","Please write a valid comment.","/a","[['basics', 'comments', 'basics', 'comments'], 'This is not a valid comment. This does not contain /**/ or //: <b>/a</b>', 'comments_non']"
"0","2019-05-23 21:47:04","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-23 21:47:04","Please write a valid comment.","/a","[['basics', 'comments', 'basics', 'comments'], 'This is not a valid comment. This does not contain /**/ or //: <b>/a</b>', 'comments_non']"
"0","2019-05-23 21:48:41","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-23 21:48:41","Please write a valid comment.","/a","[['basics', 'comments', 'basics', 'comments'], 'This is not a valid comment. This does not contain /**/ or //: <b>/a</b>', 'comments_non']"
"0","2019-05-24 14:55:56","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 14:55:56","Please write a valid comment.","/a","[['basics', 'comments', 'basics', 'comments'], 'This is not a valid comment. This does not contain /**/ or //: <b>/a</b>', 'comments_non']"
"0","2019-05-24 15:51:48","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 15:51:48","Please write a valid comment.","/a","[['basics', 'comments', 'basics', 'comments'], 'This is not a valid comment. This does not contain /**/ or //: <b>/a</b>', 'comments_non']"
"0","2019-05-24 16:14:01","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 16:14:01","Please write a valid comment.","/a","[['basics', 'comments', 'basics', 'comments'], 'This is not a valid comment. This does not contain /**/ or //: <b>/a</b>', 'comments_non']"
"0","2019-05-24 16:15:07","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"0","2019-05-24 17:17:19","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:17:19","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 17:18:13","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:18:13","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 17:19:18","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:19:18","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 17:19:39","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:19:39","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 17:20:47","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:20:47","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 17:21:40","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:21:40","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 17:25:15","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:25:15","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 17:27:17","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:27:17","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 17:28:59","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:28:59","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 17:29:32","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:29:32","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 17:30:23","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"0","2019-05-24 17:30:54","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"0","2019-05-24 17:31:37","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:31:37","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 17:34:39","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:34:39","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"<built-in function id>","2019-05-24 17:35:14","Bitte schreibe einen richtigen Kommentar.","//a","fehlerfrei"
"0","2019-05-24 17:49:31","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:49:31","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 17:52:26","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:52:26","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"<built-in function id>","2019-05-24 17:53:09","Bitte definiere eine Methode.","void test(){}","fehlerfrei"
"<built-in function id>","2019-05-24 17:53:28","Bitte deklariere eine public static Methode.","pubic static void test(){}","[['methods', 'method_modifiers', 'methods', 'method_modifiers'], 'Dieser Methodenmodifier ist ungültig: <b>pubic</b>.', 'method_definition_wrong_modifier']"
"0","2019-05-24 17:54:59","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 17:54:59","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"<built-in function id>","2019-05-24 17:55:53","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 18:21:21","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 18:21:21","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 19:00:07","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 19:00:07","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 19:00:32","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 19:00:32","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 19:21:26","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 19:21:26","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"<built-in function id>","2019-05-24 19:22:16","Bitte schreibe eine richtige Main-Methode.","public static void main(String a[])","[['programm_structure', 'programm_structure_main', 'programm_structure', 'programm_structure_main'], 'Das ist nicht die Struktur einer Main-Methode: <b>public static void main(String a[])</b>""', 'main_wrong']"
"<built-in function id>","2019-05-24 19:22:51","Bitte schreibe eine richtige Main-Methode.","public static void main(String a[]){}","fehlerfrei"
"0","2019-05-24 21:39:30","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 21:39:30","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-24 21:40:59","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 21:40:59","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"<built-in function id>","2019-05-24 21:42:08","Bitte schreibe eine richtige Main-Methode.","public static void main(String a[]){}","fehlerfrei"
"0","2019-05-24 21:53:53","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-24 21:53:53","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-25 11:07:51","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 11:07:51","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-25 11:08:43","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 11:08:43","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-25 12:22:06","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 12:22:06","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-25 12:23:19","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 12:23:19","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-25 12:26:10","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 12:26:10","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-25 12:27:21","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 12:27:21","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"<built-in function id>","2019-05-25 12:28:38","Bitte schreibe eine richtige Main-Methode.","public static void main(String a[]){}","fehlerfrei"
"<built-in function id>","2019-05-25 12:28:53","Bitte schreibe einen richtige Importdeklaration.","import 1","[['programm_structure', 'programm_structure_import', 'programm_structure', 'programm_structure_import'], 'Das endet nicht mit einem Semikolon: <b>import 1</b>""', 'import_wrong_semicolon']"
"0","2019-05-25 13:15:40","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 13:15:40","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"0","2019-05-25 13:34:46","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 13:34:46","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"<built-in function id>","2019-05-25 13:35:26","Bitte schreibe eine richtige Main-Methode.","public static void main(String a[]){}","fehlerfrei"
"<built-in function id>","2019-05-25 13:35:34","Bitte schreibe einen richtige Importdeklaration.","import a;","fehlerfrei"
"<built-in function id>","2019-05-25 13:35:45","Bitte schreibe eine richtige Paketdeklaration.","package 1","[['programm_structure', 'programm_structure_packages', 'programm_structure', 'programm_structure_packages'], 'Diese Package-Deklaration endet nicht mit einem Semikolon: <b>package 1</b>', 'package_wrong_semicolon']"
"<built-in function id>","2019-05-25 13:36:35","Bitte schreibe eine richtige Paketdeklaration.","package a;","fehlerfrei"
"<built-in function id>","2019-05-25 13:37:08","Bitte schreibe eine richtige Paketdeklaration.","package a;","fehlerfrei"
"0","2019-05-25 13:37:53","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 13:37:53","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"<built-in function id>","2019-05-25 13:38:14","Bitte schreibe eine richtige Main-Methode.","public static void main(String a[]){}","fehlerfrei"
"<built-in function id>","2019-05-25 13:38:39","Bitte schreibe einen richtige Importdeklaration.","import a;","fehlerfrei"
"<built-in function id>","2019-05-25 13:38:57","Bitte schreibe eine richtige Paketdeklaration.","package a;","fehlerfrei"
"<built-in function id>","2019-05-25 13:39:03","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Wo befindet sich der Einstiegspunkt in einer Java-App?
1. In Zeile 1.
2. In der Hauptmethode.
3. In der Klassendeklaration.
4.  Bei der Eingabemethode. 
","2","fehlerfrei"
"<built-in function id>","2019-05-25 13:39:14","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Wo werden Importe geschrieben?
1. Oben.
2. Unten.
3. Eine Zeile vor der ersten Verwendung.
4. Sie können überall geschrieben werden . 
","1","fehlerfrei"
"<built-in function id>","2019-05-25 13:39:23","Was bewirkt eine Importdeklaration?
Please fill the gap by typing the answer in Teaching Input:
Sie ordnet einen Pfad einem einfachen ___ zu, damit Importobjekte von ihm verwendet werden können.","name","fehlerhaft"
"0","2019-05-25 13:42:40","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 13:42:40","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"<built-in function id>","2019-05-25 13:44:10","Bitte schreibe eine richtige Main-Methode.","public static void main(String a[]){}","fehlerfrei"
"<built-in function id>","2019-05-25 13:44:19","Bitte schreibe einen richtige Importdeklaration.","im","[['programm_structure', 'programm_structure_import', 'programm_structure', 'programm_structure_import'], 'Das enthält nicht das Schlüsselwort \'import\' "": <b>im</b>.', 'import_no_keyword']"
"<built-in function id>","2019-05-25 13:44:25","Bitte schreibe einen richtige Importdeklaration.","import java.*;","fehlerfrei"
"<built-in function id>","2019-05-25 13:47:13","Was bewirkt eine Importdeklaration?
Please fill the gap by typing the answer in Teaching Input:
Sie ordnet einen Pfad einem einfachen ___ zu, damit Importobjekte von ihm verwendet werden können.","name","fehlerhaft"
"<built-in function id>","2019-05-25 13:47:22","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Wo werden Importe geschrieben?
1. Oben.
2. Unten.
3. Eine Zeile vor der ersten Verwendung.
4. Sie können überall geschrieben werden . 
","1","fehlerfrei"
"<built-in function id>","2019-05-25 13:47:27","Was ist der Rückgabewert der main-Methode?
Please fill the gap by typing the answer in Teaching Input:
public static ___ main (String a []) {}","static","fehlerhaft"
"0","2019-05-25 13:55:35","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 13:55:35","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"<built-in function id>","2019-05-25 13:57:32","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Wie sieht eine Paketdeklaration aus?
1. Paketanwendungsname, Bibliotheksname
2. Paketbibliotheksname.Anwendungsname
3. Paketanwendungsname.Bibliotheksname
4. PACKAGE anwendungsname.Bibliotheksname""
","2","fehlerfrei"
"<built-in function id>","2019-05-25 13:59:06","Was bewirkt eine Importdeklaration?
Please fill the gap by typing the answer in Teaching Input:
Sie ordnet einen Pfad einem einfachen ___ zu, damit Importobjekte von ihm verwendet werden können.","name","fehlerhaft"
"<built-in function id>","2019-05-25 13:59:26","Was bewirkt eine Importdeklaration?
Please fill the gap by typing the answer in Teaching Input:
Sie ordnet einen Pfad einem einfachen ___ zu, damit Importobjekte von ihm verwendet werden können.","name","fehlerhaft"
"<built-in function id>","2019-05-25 13:59:33","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Wo werden Importe geschrieben?
1. Oben.
2. Unten.
3. Eine Zeile vor der ersten Verwendung.
4. Sie können überall geschrieben werden . 
","1","fehlerfrei"
"0","2019-05-25 14:03:39","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 14:03:39","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"<built-in function id>","2019-05-25 14:05:10","Was bewirkt eine Importdeklaration?
Please fill the gap by typing the answer in Teaching Input:
Sie ordnet einen Pfad einem einfachen ___ zu, damit Importobjekte von ihm verwendet werden können.","name","fehlerhaft"
"<built-in function id>","2019-05-25 14:05:19","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Wo werden Importe geschrieben?
1. Oben.
2. Unten.
3. Eine Zeile vor der ersten Verwendung.
4. Sie können überall geschrieben werden . 
","1","fehlerfrei"
"<built-in function id>","2019-05-25 14:05:35","Vervollständige diese Paketdeklaration.
Please fill the gap by typing the answer in Teaching Input:
package myapplication ___ mylibrary;",".","fehlerfrei"
"<built-in function id>","2019-05-25 14:05:40","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Wo befindet sich der Einstiegspunkt in einer Java-App?
1. In Zeile 1.
2. In der Hauptmethode.
3. In der Klassendeklaration.
4.  Bei der Eingabemethode. 
","2","fehlerfrei"
"0","2019-05-25 14:23:08","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 14:23:08","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
"<built-in function id>","2019-05-25 14:23:50","Vervollständige diese Paketdeklaration.
Please fill the gap by typing the answer in Teaching Input:
package myapplication ___ mylibrary;",".","fehlerfrei"
"<built-in function id>","2019-05-25 14:23:54","Was ist der Rückgabewert der main-Methode?
Please fill the gap by typing the answer in Teaching Input:
public static ___ main (String a []) {}","void","fehlerfrei"
"<built-in function id>","2019-05-25 14:23:57","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Wo werden Importe geschrieben?
1. Oben.
2. Unten.
3. Eine Zeile vor der ersten Verwendung.
4. Sie können überall geschrieben werden . 
","1","fehlerfrei"
"0","2019-05-25 14:41:52","Please choose the right answer(s) by typing in the number(s) of the answer(s) into user input:
Which types of comments does Java support?
1. One-line Comments
2. Java-Docs
3. Comments for Variables
4. executable Comments
","1","fehlerfrei"
"<built-in function id>","2019-05-25 14:41:52","Bitte schreibe einen richtigen Kommentar.","/a","[['basics', 'comments', 'basics', 'comments'], 'Dies ist kein gültiger Kommentar. Dieser enthält nicht / ** / oder //: <b>/a</b>.', 'comments_non']"
